age_head,DSI,EIC,FLPDYR,f2441,f6251,MARS,XTOT,e00200,e00300,e00400,e00600,e00700,e00800,e00900,e01200,e01700,e01400,e02000,e02100,e02300,e02400,e03150,e03300,e03400,e03500,e03270,e07300,e07400,e07600,e09700,e09800,e09900,e11200,e17500,e18500,e19200,e20100,e19800,e20500,e20400,e27200,e26270,e32800,MIDR,n24,e00650,e01100,e03210,e03220,e03230,e03240,e03290,e07240,e07260,p08000,e18400,p22250,p23250,e24515,e24518,p25470,e58990,e62900,e87530,RECID,s006,p87521,age_spouse,e00200p,e00900p,e02100p,filer
99,0,0,1991,0,1,2,2,0,17520,0,735,0,0,-6336,185,0,0,-384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25310,0,0,-1584766.884,-337780.357,0,-1875271.356,-1301414.0,-1532977.131,-44565.43,-1802238.317,-459714.175,-1324661.517,-302004.208,-632493.164,-1315334.604,-2054337.188,-1750180.259,-659488.81,-1481364.502,-674854.48,-1995857.719,-841486.332,-11955.384,-1578300.519,-1669800.301,0,0,0,-6336,0,42
99,0,0,1991,0,0,2,2,909200,916900,0,299,0,0,0,0,0,2365000,-19210000,0,0,0,0,0,0,0,0,0,0,0,0,0,242200,0,0,0,0,0,0,0,0,0,0,0,-1556219.12,-331695.63,0,-1841490.486,-1277970.515,-1505362.3,-43762.635,-1769773.054,-451432.949,-1300799.254,-296563.948,-621099.523,-1291640.355,-2017330.652,-1718652.762,-647608.873,-1454679.414,-662697.748,-1959904.624,-826327.918,-11740.021,-1549869.239,-1639720.757,0,0,909200,0,0,43
99,0,0,1991,0,1,2,2,0,59020,0,1639,0,0,0,0,0,0,-8837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1540847.248,-328419.238,0,-1823300.787,-1265347.1,-1490492.776,-43330.36,-1752291.759,-446973.828,-1287950.343,-293634.577,-614964.485,-1278881.913,-1997404.056,-1701676.418,-641211.984,-1440310.521,-656151.815,-1940545.265,-818165.695,-11624.057,-1534560.089,-1623524.08,0,0,0,0,0,44
99,0,0,1991,0,1,1,1,307600,51720,0,28160,87690,0,300000,0,0,0,-8556000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1487411.69,-317029.877,0,-1760069.928,-1221465.704,-1438803.478,-41827.692,-1691523.446,-431473.073,-1243285.082,-283451.525,-593637.926,-1234531.139,-1928135.412,-1642663.411,-618975.179,-1390361.51,-633396.907,-1873248.446,-789792.253,-11220.942,-1481342.565,-1567221.344,0,0,307600,300000,0,45
99,0,0,1991,0,1,2,4,488900,104700,0,0,0,0,0,0,0,0,-2976000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1463255.89,-311881.262,0,-1731486.115,-1201628.908,-1415437.083,-41148.404,-1664052.839,-424465.882,-1223093.937,-278848.227,-583997.152,-1214482.159,-1896822.189,-1615986.299,-608922.925,-1367781.82,-623110.441,-1842826.596,-776965.902,-11038.712,-1457285.329,-1541769.423,0,0,488900,0,0,46
99,0,0,1991,0,0,1,1,11590,939100,809,17550,0,0,0,0,0,0,-13770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1441296.071,-307200.703,0,-1705500.831,-1183595.458,-1394194.906,-40530.869,-1639079.56,-418095.709,-1204738.35,-274663.412,-575232.813,-1196255.813,-1868355.623,-1591734.378,-599784.512,-1347254.829,-613759.109,-1815170.369,-765305.583,-10873.049,-1435415.114,-1518631.313,0,0,11590,0,0,47
99,0,0,1991,0,1,2,3,197800,5574000,287300,206100,0,0,0,0,0,0,-25960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,-1437636.102,-306420.61,0,-1701169.95,-1180589.883,-1390654.543,-40427.947,-1634917.347,-417034.013,-1201679.085,-273965.942,-573772.09,-1193218.089,-1863611.195,-1587692.392,-598261.443,-1343833.664,-612200.553,-1810560.998,-763362.197,-10845.438,-1431770.078,-1514774.961,0,0,197800,0,0,48
99,0,1,1991,0,1,2,4,17490,2287,1910,3782,0,0,0,0,0,0,-139400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1372488.641,-292534.951,0,-1624080.273,-1127090.647,-1327636.083,-38595.927,-1560829.952,-398135.833,-1147224.178,-261550.989,-547771.216,-1139146.597,-1779160.382,-1515745.028,-571150.817,-1282936.925,-584458.268,-1728514.191,-728769.918,-10353.97,-1366888.44,-1446131.9,0,0,17490,0,0,49
99,0,0,1991,0,0,2,2,52820,180500,2,250,0,0,-1649000,0,0,0,-577000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,261300,0,0,-1324177.041,-282237.721,0,-1566912.648,-1087417.056,-1280903.293,-37237.35,-1505888.737,-384121.451,-1106841.887,-252344.394,-528489.669,-1099048.637,-1716533.937,-1462390.803,-551046.308,-1237777.545,-563885.337,-1667670.491,-703117.217,-9989.51,-1318773.967,-1395228.057,0,0,52820,-1649000,0,50
99,0,0,1991,0,1,1,1,435900,12600000,0,231900,295100,0,3222,0,0,0,-16850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5124,0,0,0,0,0,0,0,0,3103000,0,-1299289.247,-276933.087,0,-1537462.659,-1066979.146,-1256828.826,-36537.477,-1477585.687,-376901.921,-1086038.888,-247601.603,-518556.751,-1078392.112,-1684271.829,-1434905.293,-540689.44,-1214513.622,-553287.16,-1636326.767,-689902.189,-9801.758,-1293987.723,-1369004.865,0,0,435900,3222,0,51
99,0,0,1991,0,1,2,3,0,258000,0,0,0,0,0,0,0,0,0,-1105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1277329.428,-272252.528,0,-1511477.374,-1048945.695,-1235586.648,-35919.943,-1452612.408,-370531.748,-1067683.301,-243416.787,-509792.412,-1060165.767,-1655805.263,-1410653.372,-531551.027,-1193986.631,-543935.828,-1608670.54,-678241.871,-9636.094,-1272117.508,-1345866.755,0,0,0,0,-1105000,52
99,0,0,1991,0,1,2,4,120000,724600,0,4,0,0,-3569,0,0,0,-3467000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,33710,0,0,-1273669.459,-271472.434,0,-1507146.494,-1045940.12,-1232046.285,-35817.02,-1448450.195,-369470.053,-1064624.037,-242719.318,-508331.688,-1057128.042,-1651060.835,-1406611.386,-530027.958,-1190565.466,-542377.272,-1604061.169,-676298.484,-9608.484,-1268472.472,-1342010.403,0,0,120000,-3569,0,53
99,0,0,1991,0,1,2,4,120000,5888000,0,57540,595300,0,0,0,0,0,-25500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1259761.574,-268508.08,0,-1490689.147,-1034518.935,-1218592.906,-35425.915,-1432633.785,-365435.609,-1052998.832,-240068.934,-502780.94,-1045584.69,-1633032.01,-1391251.836,-524240.297,-1177565.039,-536454.762,-1586545.558,-668913.616,-9503.564,-1254621.336,-1327356.267,0,0,120000,0,0,54
99,0,0,1991,0,1,2,4,300000,244000,0,0,0,0,0,0,0,0,-2446000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1250245.653,-266479.838,0,-1479428.857,-1026704.44,-1209387.963,-35158.316,-1421812.03,-362675.201,-1045044.744,-238255.514,-498983.06,-1037686.607,-1620696.498,-1380742.671,-520280.318,-1168670.009,-532402.518,-1574561.193,-663860.811,-9431.776,-1245144.243,-1317329.752,0,0,300000,0,0,55
99,0,0,1991,0,0,2,3,259900,19160,0,5946,0,0,-924,0,0,0,-621000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,-1242193.719,-264763.633,0,-1469900.919,-1020092.175,-1201599.165,-34931.887,-1412655.161,-360339.471,-1038314.362,-236721.082,-495769.469,-1031003.614,-1610258.757,-1371850.3,-516929.566,-1161143.446,-528973.696,-1564420.577,-659585.361,-9371.033,-1237125.164,-1308845.778,0,0,259900,-924,0,56
99,0,0,1991,0,0,2,2,77080,27270,0,20210,0,0,-151900,0,0,0,-8315000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295400,0,0,-1225357.859,-261175.204,0,-1449978.868,-1006266.53,-1185313.495,-34458.443,-1393508.981,-355455.671,-1024241.746,-233512.723,-489050.142,-1017030.082,-1588434.389,-1353257.161,-509923.45,-1145406.086,-521804.341,-1543217.469,-650645.783,-9244.024,-1220357.999,-1291106.56,0,0,77080,-151900,0,57
99,0,0,1991,0,1,2,2,777400,1007000,0,2344,260000,0,-81640,0,0,0,-10020000,0,0,0,0,0,0,0,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29510,0,0,-1215109.943,-258990.943,0,-1437852.402,-997850.919,-1175400.479,-34170.261,-1381854.784,-352482.924,-1015675.805,-231559.809,-484960.117,-1008524.454,-1575149.992,-1341939.598,-505658.857,-1135826.824,-517440.386,-1530311.23,-645204.301,-9166.714,-1210151.899,-1280308.775,0,0,777400,-81640,0,58
99,0,0,1991,0,0,2,2,9340,14260,0,188,0,0,-42510,0,0,0,-229300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1190222.149,-253686.309,0,-1408402.413,-977413.009,-1151326.011,-33470.388,-1353551.734,-345263.394,-994872.807,-226817.017,-475027.199,-987867.929,-1542887.884,-1314454.088,-495301.989,-1112562.901,-506842.21,-1498967.506,-631989.273,-8978.962,-1185365.655,-1254085.584,0,0,9340,-42510,0,59
99,0,0,1991,0,1,2,4,1089000,406000,0,312600,0,0,0,0,0,0,-3547000,0,0,0,0,0,0,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1174850.277,-250409.918,0,-1390212.714,-964789.594,-1136456.487,-33038.113,-1336070.438,-340804.273,-982023.896,-223887.646,-468892.161,-975109.487,-1522961.287,-1297477.744,-488905.1,-1098194.008,-500296.277,-1479608.147,-623827.05,-8862.998,-1170056.505,-1237888.906,0,0,1089000,0,0,60
99,0,0,1991,0,1,2,2,54290,318700,1740,6345,0,0,179600,0,0,0,-3123000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,7198,0,0,-1157282.422,-246665.471,0,-1369424.486,-950362.834,-1119462.745,-32544.085,-1316091.815,-335708.134,-967339.427,-220539.794,-461880.689,-960528.411,-1500188.034,-1278076.207,-481594.369,-1081772.415,-492815.211,-1457483.166,-614498.795,-8730.467,-1152560.333,-1219378.418,0,0,54290,179600,0,61
99,0,0,1991,0,1,2,3,4985,50540,0,7228,0,0,0,0,0,0,-2721000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1130198.646,-240892.781,0,-1337375.969,-928121.578,-1093264.06,-31782.459,-1285291.437,-327851.587,-944700.869,-215378.521,-451071.337,-938049.251,-1465079.27,-1248165.505,-470323.66,-1056455.793,-481281.901,-1423373.819,-600117.735,-8526.149,-1125587.067,-1190841.415,0,0,4985,0,0,62
99,0,0,1991,0,1,2,3,403000,813400,0,85560,0,0,0,0,256900,0,-3059000,0,0,0,0,0,0,0,0,0,0,0,0,0,30990,0,0,0,0,0,0,0,0,594700,0,0,-1098722.907,-234183.979,0,-1300130.395,-902273.633,-1062816.939,-30897.326,-1249496.404,-318721.005,-918391.195,-209380.285,-438509.117,-911924.823,-1424277.191,-1213404.42,-457225.268,-1027033.773,-467878.325,-1383733.227,-583404.612,-8288.698,-1094239.759,-1157676.79,0,0,403000,0,0,63
99,0,0,1991,0,1,2,2,93260,1872000,0,5,3889,0,-583500,0,0,0,-5358000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1089938.979,-232311.756,0,-1289736.281,-895060.252,-1054320.068,-30650.312,-1239507.092,-316172.936,-911048.96,-207706.359,-435003.382,-904634.284,-1412890.565,-1203703.651,-453569.902,-1018822.976,-464137.792,-1372670.736,-578740.484,-8222.432,-1085491.673,-1148421.546,0,0,93260,-583500,0,64
99,0,0,1991,0,0,3,1,0,119700,0,605,0,0,0,0,0,1467,-1441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1082619.04,-230751.569,0,-1281074.52,-889049.102,-1047239.343,-30444.467,-1231182.666,-314049.545,-904930.431,-206311.42,-432081.935,-898558.836,-1403401.71,-1195619.678,-450523.765,-1011980.646,-461020.682,-1363451.994,-574853.711,-8167.211,-1078201.602,-1140708.843,0,0,0,0,0,65
99,0,0,1991,0,0,2,4,29800,232900,0,0,0,0,-1640000,0,0,0,-668100,-382400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1069443.149,-227943.234,0,-1265483.349,-878229.032,-1034494.036,-30073.946,-1216198.698,-310227.441,-893917.079,-203800.53,-426823.332,-887623.029,-1386321.77,-1181068.526,-445040.717,-999664.452,-455409.882,-1346858.257,-567857.52,-8067.813,-1065079.473,-1126825.977,0,0,29800,-1640000,-382400,66
99,0,0,1991,0,1,2,3,354200,1914000,0,33700,0,0,0,0,0,0,-24390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1063587.197,-226695.085,0,-1258553.94,-873420.112,-1028829.456,-29909.27,-1209539.157,-308528.728,-889022.256,-202684.58,-424486.174,-882762.67,-1378730.686,-1174601.347,-442603.807,-994190.588,-452916.194,-1339483.263,-564748.102,-8023.636,-1059247.415,-1120655.814,0,0,354200,0,0,67
99,0,0,1991,0,0,1,1,0,4681,0,0,0,0,0,0,0,0,32120,0,0,11360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1056267.258,-225134.898,0,-1249892.178,-867408.962,-1021748.73,-29703.425,-1201214.731,-306405.337,-882903.727,-201289.641,-421564.728,-876687.221,-1369241.83,-1166517.373,-439557.669,-987348.257,-449799.083,-1330264.521,-560861.329,-7968.415,-1051957.343,-1112943.11,0,0,0,0,0,68
99,0,0,1991,0,1,2,4,4000,285400,0,36110,0,0,0,0,0,0,-356900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1041627.379,-222014.525,0,-1232568.655,-855386.662,-1007587.278,-29291.735,-1184565.878,-302158.554,-870666.669,-198499.764,-415721.835,-864536.324,-1350264.12,-1150349.426,-433465.394,-973663.597,-443564.861,-1311827.036,-553087.783,-7857.973,-1037377.2,-1097517.703,0,0,4000,0,0,69
99,0,0,1991,0,1,3,1,0,504800,0,15280,0,0,0,0,0,0,-6084000,0,0,0,0,0,0,0,0,0,0,0,14550,0,0,0,0,0,0,0,0,0,0,0,0,0,-1033575.446,-220298.32,0,-1223040.718,-848774.397,-999798.48,-29065.306,-1175409.009,-299822.824,-863936.287,-196965.331,-412508.244,-857853.331,-1339826.379,-1141457.056,-430114.642,-966137.033,-440136.039,-1301686.42,-548812.333,-7797.229,-1029358.121,-1089033.73,0,0,0,0,0,70
99,0,0,1991,0,0,2,2,0,212,0,122,0,0,-47760,0,0,0,8739,-7650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1021131.549,-217646.003,0,-1208315.723,-838555.441,-987761.246,-28715.37,-1161257.484,-296213.059,-853534.788,-194593.936,-407541.785,-847525.068,-1323695.324,-1127714.301,-424936.208,-954505.072,-434836.951,-1286014.558,-542204.819,-7703.353,-1016964.999,-1075922.134,0,0,0,-47760,-7650,71
99,0,0,1991,0,0,2,2,0,209200,107400,71440,0,0,-347000,0,0,0,-15240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15240,0,0,-1016007.591,-216553.873,0,-1202252.49,-834347.636,-982804.738,-28571.278,-1155430.385,-294726.686,-849251.818,-193617.479,-405496.772,-843272.254,-1317053.126,-1122055.519,-422803.912,-949715.441,-432654.974,-1279561.438,-539484.078,-7664.699,-1011861.949,-1070523.241,0,0,0,-347000,0,72
99,0,0,1991,0,0,1,2,0,1926000,0,0,0,0,368600,0,0,0,-14390000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1007223.664,-214681.649,0,-1191858.377,-827134.256,-974307.867,-28324.264,-1145441.074,-292178.616,-841909.583,-191943.552,-401991.036,-835981.716,-1305666.499,-1112354.751,-419148.546,-941504.644,-428914.441,-1268498.947,-534819.951,-7598.433,-1003113.863,-1061267.997,0,0,0,368600,0,73
99,0,0,1991,0,1,2,5,0,49,0,21,0,0,0,0,0,0,111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999171.731,-212965.444,0,-1182330.439,-820521.991,-966519.069,-28097.835,-1136284.205,-289842.886,-835179.201,-190409.12,-398777.445,-829298.723,-1295228.758,-1103462.38,-415797.795,-933978.081,-425485.619,-1258358.331,-530544.5,-7537.69,-995094.784,-1052784.023,0,0,0,0,0,74
99,0,0,1991,0,1,2,2,91980,907200,0,9944,628,0,0,0,0,0,733200,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,-987459.828,-210469.146,0,-1168471.621,-810904.151,-955189.907,-27768.483,-1122965.122,-286445.46,-825389.555,-188177.218,-394103.131,-819578.005,-1280046.59,-1090528.023,-410923.975,-923030.353,-420498.242,-1243608.343,-524325.664,-7449.336,-983430.67,-1040443.698,0,0,91980,0,0,75
99,0,0,1991,0,1,2,2,203400,421100,0,0,0,0,0,0,0,11630,-4776000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,-972819.949,-207348.773,0,-1151148.098,-798881.851,-941028.456,-27356.793,-1106316.27,-282198.678,-813152.497,-185387.341,-388260.238,-807427.108,-1261068.879,-1074360.076,-404831.699,-909345.692,-414264.02,-1225170.858,-516552.118,-7338.894,-968850.526,-1025018.291,0,0,203400,0,0,76
99,0,0,1991,0,1,2,2,433900,3682000,0,1880000,0,0,6964,0,0,0,-19380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20870,0,0,-950128.136,-202512.195,0,-1124296.637,-780247.285,-919078.206,-26718.674,-1080510.548,-275616.166,-794185.057,-181063.031,-379203.754,-788593.218,-1231653.427,-1049299.758,-395388.672,-888134.468,-404600.977,-1196592.757,-504503.122,-7167.708,-946251.304,-1001108.91,0,0,433900,6964,0,77
99,0,0,1991,0,1,2,3,10960,360100,0,920,0,0,123500,0,0,577600,-2489000,0,0,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-945004.179,-201420.065,0,-1118233.404,-776039.48,-914121.698,-26574.582,-1074683.449,-274129.792,-789902.087,-180086.574,-377158.741,-784340.404,-1225011.229,-1043640.976,-393256.376,-883344.837,-402418.999,-1190139.637,-501782.381,-7129.053,-941148.254,-995710.018,0,0,10960,123500,0,78
99,0,0,1991,0,1,3,1,392400,167100,0,1302,0,0,0,0,0,298,-10680000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2105,0,0,0,0,0,0,0,0,0,0,-924508.349,-197051.543,0,-1093980.472,-759208.26,-894295.666,-25998.216,-1051375.055,-268184.297,-772770.206,-176180.746,-368978.691,-767329.148,-1198442.434,-1021005.851,-384727.19,-864186.312,-393691.089,-1164327.159,-490899.417,-6974.434,-920736.053,-974114.448,0,0,392400,0,0,79
99,0,0,1991,0,0,2,2,1138000,8580000,0,3320,0,0,-17010,0,0,0,-29770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-917188.409,-195491.356,0,-1085318.711,-753197.11,-887214.94,-25792.371,-1043050.629,-266060.906,-766651.677,-174785.807,-366057.245,-761253.699,-1188953.578,-1012921.877,-381681.053,-857343.982,-390573.978,-1155108.416,-487012.644,-6919.213,-913445.982,-966401.744,0,0,1138000,-17010,0,80
99,0,0,1991,0,1,2,3,177600,7514,0,0,0,0,0,0,0,0,-839000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-890104.633,-189718.667,0,-1053270.193,-730955.854,-861016.255,-25030.745,-1012250.251,-258204.359,-744013.12,-169624.535,-355247.893,-738774.54,-1153844.813,-983011.175,-370410.343,-832027.36,-379040.669,-1120999.07,-472631.584,-6714.894,-886472.716,-937864.742,0,0,177600,0,0,81
99,0,0,1991,0,1,3,2,125000,4332,0,207,0,0,216600,0,0,0,-2897000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-871804.785,-185818.201,0,-1031615.79,-715927.979,-843314.44,-24516.133,-991439.185,-252895.881,-728716.798,-166137.188,-347944.276,-723585.919,-1130122.675,-962801.242,-362794.999,-814921.535,-371247.892,-1097952.214,-462914.652,-6576.841,-868247.537,-918582.983,0,0,125000,216600,0,82
99,0,0,1991,0,1,1,1,0,4677000,0,12070,0,0,0,0,0,0,-1534000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-865948.833,-184570.052,0,-1024686.38,-711119.059,-837649.86,-24351.457,-984779.644,-251197.168,-723821.974,-165021.237,-345607.119,-718725.56,-1122531.591,-956334.063,-360358.089,-809447.67,-368754.203,-1090577.22,-459805.234,-6532.665,-862415.48,-912412.82,0,0,0,0,0,83
99,0,0,1991,0,1,2,3,8783,156200,88,31170,806,0,725,0,0,0,-57620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7394,0,-861556.87,-183633.94,0,-1019489.324,-707512.369,-833401.424,-24227.95,-979784.988,-249923.133,-720150.857,-164184.274,-343854.251,-715080.291,-1116838.277,-951483.679,-358530.406,-805342.272,-366883.937,-1085045.975,-457473.17,-6499.532,-858041.437,-907785.198,0,0,8783,725,0,84
99,0,0,1991,0,1,2,5,214800,549900,0,87620,0,0,0,0,0,2269,-11930000,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-854968.924,-182229.772,0,-1011693.738,-702102.334,-827028.771,-24042.689,-972293.004,-248012.081,-714644.181,-162928.829,-341224.949,-709612.387,-1108298.308,-944208.103,-355788.882,-799184.175,-364078.537,-1076749.107,-453975.074,-6449.833,-851480.372,-900843.765,0,0,214800,0,0,85
99,0,0,1991,0,1,2,2,387300,1061000,0,9239,161600,0,0,0,0,0,-10950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629,0,0,-847648.985,-180669.586,0,-1003031.977,-696091.184,-819948.045,-23836.844,-963968.578,-245888.69,-708525.652,-161533.891,-338303.503,-703536.939,-1098809.452,-936124.129,-352742.745,-792341.845,-360961.426,-1067530.364,-450088.301,-6394.612,-844190.301,-893131.061,0,0,387300,0,0,86
99,0,0,1991,0,1,2,2,932900,6670000,424000,495100,468200,0,0,0,12750,88460,-19910000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-841061.039,-179265.418,0,-995236.391,-690681.148,-813575.392,-23651.584,-956476.594,-243977.638,-703018.976,-160278.446,-335674.201,-698069.035,-1090269.482,-928848.553,-350001.221,-786183.747,-358156.026,-1059233.496,-446590.206,-6344.913,-837629.236,-886189.628,0,0,932900,0,0,87
99,0,0,1991,0,0,2,2,327700,764300,0,382,0,0,0,0,4477,0,-3241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8301,0,0,0,0,0,0,0,0,0,0,-837401.069,-178485.325,0,-990905.511,-687675.573,-810035.029,-23548.661,-952314.381,-242915.943,-699959.712,-159580.977,-334213.478,-695031.311,-1085525.055,-924806.566,-348478.152,-782762.582,-356597.471,-1054624.125,-444646.819,-6317.302,-833984.2,-882333.277,0,0,327700,0,0,88
99,0,0,1991,0,1,2,2,166900,8421,0,20950,0,0,-65230,0,0,0,-569800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,-831545.118,-177237.176,0,-983976.102,-682866.653,-804370.448,-23383.986,-945654.84,-241217.23,-695064.888,-158465.026,-331876.321,-690170.952,-1077933.97,-918339.387,-346041.242,-777288.718,-354103.782,-1047249.131,-441537.401,-6273.125,-828152.143,-876163.114,0,0,166900,-65230,0,89
99,0,0,1991,0,1,2,3,0,32380,0,0,0,0,-24820,0,0,0,-11300000,20250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-822029.197,-175208.933,0,-972715.812,-675052.158,-795165.505,-23116.387,-934833.086,-238456.821,-687110.801,-156651.606,-328078.44,-682272.869,-1065598.458,-907830.222,-342081.263,-768393.689,-350051.538,-1035264.766,-436484.596,-6201.338,-818675.05,-866136.599,0,0,0,-24820,20250,90
99,0,0,1991,0,1,3,1,0,222500,0,0,0,0,0,0,0,0,-1806000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335500,0,0,-812513.275,-173180.691,0,-961455.522,-667237.663,-785960.561,-22848.789,-924011.331,-235696.413,-679156.713,-154838.185,-324280.56,-674374.786,-1053262.946,-897321.056,-338121.284,-759498.659,-345999.294,-1023280.401,-431431.792,-6129.55,-809197.957,-856110.085,0,0,0,0,0,91
99,0,0,1991,0,0,2,2,93060,17530,0,103200,0,0,-152200,0,0,749,92460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-804461.342,-171464.486,0,-951927.584,-660625.398,-778171.763,-22622.359,-914854.462,-233360.683,-672426.331,-153303.753,-321066.969,-667691.792,-1042825.205,-888428.686,-334770.532,-751972.096,-342570.473,-1013139.784,-427156.341,-6068.807,-801178.878,-847626.111,0,0,93060,-152200,0,92
99,0,0,1991,0,0,2,2,800000,263500,0,5854,0,0,0,0,0,0,-2632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2175,0,0,-802265.36,-170996.43,0,-949329.056,-658822.053,-776047.545,-22560.606,-912357.134,-232723.665,-670590.773,-152885.271,-320190.535,-665869.158,-1039978.549,-886003.494,-333856.691,-749919.397,-341635.339,-1010374.162,-425990.309,-6052.24,-798991.856,-845312.3,0,0,800000,0,0,93
99,0,0,1991,0,1,2,2,261900,28360,0,3132,0,0,-886100,0,0,0,-16840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-797141.403,-169904.299,0,-943265.823,-654614.248,-771091.037,-22416.514,-906530.036,-231237.292,-666307.802,-151908.814,-318145.522,-661616.344,-1033336.35,-880344.712,-331724.395,-745129.766,-339453.362,-1003921.042,-423269.568,-6013.586,-793888.806,-839913.408,0,0,261900,-886100,0,94
99,0,0,1991,0,1,1,1,0,860400,0,24,6000,0,0,0,0,0,-4255000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-792017.445,-168812.169,0,-937202.59,-650406.443,-766134.529,-22272.423,-900702.937,-229750.918,-662024.832,-150932.357,-316100.51,-657363.53,-1026694.151,-874685.931,-329592.098,-740340.135,-337271.384,-997467.922,-420548.827,-5974.931,-788785.756,-834514.515,0,0,0,0,0,95
